"","fixed_acidity","volatile_acidity","citric_acid","residual_sugar","chlorides","free_sulfur_dioxide","total_sulfur_dioxide","density","pH","sulphates","alcohol","score","citric.acid"
"3505",6.7,0.37,0.25,2.5,0.028,24,84,0.9909,3.14,0.36,11.7,6.89,0.25
"3506",7.5,0.34,0.28,4,0.028,46,100,0.98958,3.2,0.5,13.2,7.19,0.28
"3507",6.7,0.37,0.25,2.5,0.028,24,84,0.9909,3.14,0.36,11.7,6.59,0.25
"3508",6.4,0.32,0.23,16.2,0.055,36,176,0.9986,3.26,0.54,9.1,5.28,0.23
"3509",6.7,0.24,0.32,9,0.023,20,109,0.99262,3.34,0.35,12.6,6.91,0.32
"3510",6.4,0.32,0.23,16.2,0.055,36,176,0.9986,3.26,0.54,9.1,5.39,0.23
"3511",7.1,0.39,0.79,1.4,0.194,23,90,0.99212,3.17,0.46,10.5,6.16,0.79
"3512",8.2,0.31,0.43,7,0.047,18,87,0.99628,3.23,0.64,10.6,5.38,0.43
"3513",6.7,0.24,0.32,9,0.023,20,109,0.99262,3.34,0.35,12.6,6.56,0.32
"3514",5.9,0.17,0.29,3.1,0.03,32,123,0.98913,3.41,0.33,13.7,7.29,0.29
"3515",5.9,0.2,0.23,1.5,0.037,38,93,0.99021,3.36,0.49,12,6.27,0.23
"3516",6.6,0.32,0.26,4.6,0.031,26,120,0.99198,3.4,0.73,12.5,7.41,0.26
"3517",5.9,0.12,0.27,4.8,0.03,40,110,0.99226,3.55,0.68,12.1,6.68,0.27
"3518",5.9,0.18,0.29,4.6,0.032,68,137,0.99159,3.21,0.38,11.3,6.28,0.29
"3519",5.9,0.2,0.23,1.5,0.037,38,93,0.99021,3.36,0.49,12,6.29,0.23
"3520",5.4,0.17,0.27,2.7,0.049,28,104,0.99224,3.46,0.55,10.3,6.06,0.27
"3521",6.1,0.21,0.3,6.3,0.039,47,136,0.99068,3.27,0.31,12.7,6.95,0.3
"3522",7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,5.15,0.26
"3523",7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,5.63,0.26
"3524",6.2,0.22,0.3,12.4,0.054,108,152,0.99728,3.1,0.47,9.5,6.31,0.3
"3525",6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,6.61,0.19
"3526",6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,6.45,0.19
"3527",6.6,0.39,0.22,4,0.038,17,98,0.99018,3.25,0.53,13,7.35,0.22
"3528",6,0.31,0.38,4.8,0.04,41,101,0.98968,3.24,0.56,13.1,6.56,0.38
"3529",8.4,0.23,0.32,1.3,0.048,59,113,0.99178,3.1,0.55,11,6.45,0.32
"3530",7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,5.22,0.26
"3531",6,0.22,0.25,11.1,0.056,112,177,0.9961,3.08,0.36,9.4,6.79,0.25
"3532",6.2,0.22,0.3,12.4,0.054,108,152,0.99728,3.1,0.47,9.5,6.2,0.3
"3533",6.1,0.23,0.27,9.8,0.055,74,134,0.99534,3.16,0.4,10.2,6.39,0.27
"3534",6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,6.53,0.19
"3535",7.3,0.36,0.54,13.3,0.054,63,193,0.99864,3.06,0.49,8.6,4.66,0.54
"3536",6.7,0.26,0.51,8,0.062,50,194,0.99545,3.13,0.5,9.6,5.01,0.51
"3537",7.4,0.22,0.27,1.6,0.057,45,98,0.99299,3.29,0.44,9.9,7.92,0.27
"3538",6.1,0.22,0.28,16.55,0.059,54,135,0.99665,3.2,0.38,10.5,5.99,0.28
"3539",7.1,0.28,0.31,1.5,0.053,20,98,0.99069,3.15,0.5,11.4,5.62,0.31
"3540",6.5,0.35,0.31,10.2,0.069,58,170,0.99692,3.18,0.49,9.4,5.45,0.31
"3541",6.8,0.73,0.2,6.6,0.054,25,65,0.99324,3.12,0.28,11.1,4.52,0.2
"3542",6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6.68,0.24
"3543",6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6.45,0.24
"3544",7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8,5.22,0.37
"3545",6.8,0.33,0.31,7.4,0.045,34,143,0.99226,3.06,0.55,12.2,6.84,0.31
"3546",6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6.72,0.24
"3547",7.2,0.24,0.36,2,0.029,21,63,0.99076,3.13,0.63,12.5,6.63,0.36
"3548",6.8,0.33,0.31,7.4,0.045,34,143,0.99226,3.06,0.55,12.2,6.18,0.31
"3549",7.2,0.24,0.36,2,0.029,21,63,0.99076,3.13,0.63,12.5,6.11,0.36
"3550",6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,7,0.24
"3551",6.2,0.27,0.26,12.1,0.046,43,127,0.9951,3.16,0.37,10.8,6.34,0.26
"3552",7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8,5.91,0.37
"3553",6,0.21,0.3,8.7,0.036,47,127,0.99368,3.18,0.39,10.6,5.96,0.3
"3554",7,0.34,0.1,3.5,0.044,17,63,0.9937,3.01,0.39,9.2,5.81,0.1
"3555",5.9,0.435,0.16,6.4,0.031,21,134,0.99151,3.24,0.46,12.2,6.79,0.16
"3556",7,0.25,0.33,2.1,0.021,17,76,0.99021,3.26,0.45,12.3,6.1,0.33
"3557",6.7,0.26,0.29,7.7,0.038,40,179,0.99479,3.23,0.56,10.4,6.71,0.29
"3558",8.5,0.23,0.34,1.3,0.035,54,110,0.99176,3.07,0.55,11,7.13,0.34
"3559",6,0.21,0.3,8.7,0.036,47,127,0.99368,3.18,0.39,10.6,5.66,0.3
"3560",7,0.34,0.1,3.5,0.044,17,63,0.9937,3.01,0.39,9.2,5.72,0.1
"3561",4.8,0.65,0.12,1.1,0.013,4,10,0.99246,3.32,0.36,13.5,4.16,0.12
"3562",5.8,0.27,0.26,3.5,0.071,26,69,0.98994,3.1,0.38,11.5,6.25,0.26
"3563",5,0.455,0.18,1.9,0.036,33,106,0.98746,3.21,0.83,14,7.4,0.18
"3564",6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,7.02,0.3
"3565",6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,7.27,0.3
"3566",6.7,0.31,0.3,2.4,0.038,30,83,0.98867,3.09,0.36,12.8,7.81,0.3
"3567",6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,7.79,0.24
"3568",6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,7.29,0.24
"3569",7.1,0.37,0.3,6.2,0.04,49,139,0.99021,3.17,0.27,13.6,6.18,0.3
"3570",6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,7.87,0.3
"3571",7.2,0.25,0.32,1.5,0.054,24,105,0.99154,3.17,0.48,11.1,6.54,0.32
"3572",6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,7.98,0.24
"3573",4.7,0.455,0.18,1.9,0.036,33,106,0.98746,3.21,0.83,14,7.37,0.18
"3574",7.1,0.37,0.3,6.2,0.04,49,139,0.99021,3.17,0.27,13.6,6.13,0.3
"3575",6.2,0.28,0.51,7.9,0.056,49,206,0.9956,3.18,0.52,9.4,5.38,0.51
"3576",6.4,0.35,0.28,1.6,0.037,31,113,0.98779,3.12,0.4,14.2,7.47,0.28
"3577",6.6,0.31,0.28,1.4,0.035,28,107,0.98836,3,0.4,13.2,6.33,0.28
"3578",7.4,0.25,0.37,2.6,0.05,24,132,0.99138,3.04,0.53,11.2,6.76,0.37
"3579",7.3,0.36,0.34,14.8,0.057,46,173,0.99751,3.14,0.57,10.2,5.5,0.34
"3580",6.7,0.31,0.3,2.4,0.038,30,83,0.98867,3.09,0.36,12.8,7.82,0.3
"3581",6.9,0.14,0.29,9.9,0.056,30,91,0.99512,3.19,0.33,9.9,6.31,0.29
"3582",6.5,0.22,0.31,3.9,0.046,17,106,0.99098,3.15,0.31,11.5,5.83,0.31
"3583",6.6,0.32,0.47,15.6,0.063,27,173,0.99872,3.18,0.56,9,5.99,0.47
"3584",6.6,0.32,0.47,15.6,0.063,27,173,0.99872,3.18,0.56,9,5.6,0.47
"3585",6.1,0.28,0.26,1.5,0.03,25,101,0.98894,3.03,0.41,12.1,6.65,0.26
"3586",6.2,0.3,0.28,1.6,0.036,28,106,0.988245,3.14,0.41,13.3,6.22,0.28
"3587",6.9,0.22,0.28,7.8,0.05,43,116,0.99326,3.22,0.6,11.5,8.39,0.28
"3588",7.3,0.27,0.3,1.3,0.04,26,84,0.99222,3.28,0.53,10.7,6.96,0.3
"3589",7,0.46,0.2,16.7,0.046,50,184,0.99898,3.08,0.56,9.4,5.32,0.2
"3590",5.7,0.23,0.25,7.95,0.042,16,108,0.99486,3.44,0.61,10.3,6.79,0.25
"3591",6.5,0.36,0.36,6.7,0.185,51.5,151,0.99528,3.17,0.42,9.3,5.24,0.36
"3592",6.2,0.27,0.32,6.3,0.048,47,159,0.99282,3.21,0.6,11,6.97,0.32
"3593",6.9,0.4,0.37,8.9,0.053,36,148,0.996,3.16,0.5,9.3,5.28,0.37
"3594",4.9,0.345,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1,5.54,0.34
"3595",7.2,0.23,0.39,1.5,0.053,26,106,0.99166,3.18,0.47,11.1,6.74,0.39
"3596",6.1,0.27,0.32,6.2,0.048,47,161,0.99281,3.22,0.6,11,6.88,0.32
"3597",6.2,0.27,0.32,6.3,0.048,47,159,0.99282,3.21,0.6,11,6.84,0.32
"3598",6,0.3,0.33,2.1,0.042,31,127,0.98964,3.32,0.42,12.5,6.02,0.33
"3599",6.1,0.3,0.32,2.2,0.042,41,142,0.98952,3.31,0.44,12.7,7.8,0.32
"3600",5.7,0.14,0.3,5.4,0.045,26,105,0.99469,3.32,0.45,9.3,5.5,0.3
"3601",6.9,0.4,0.37,8.9,0.053,36,148,0.996,3.16,0.5,9.3,5.41,0.37
"3602",4.9,0.345,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1,5.35,0.34
"3603",6.3,0.33,0.2,17.9,0.066,36,161,0.9991,3.14,0.51,8.8,5.84,0.2
"3604",8.4,0.22,0.3,1.3,0.038,45,122,0.99178,3.13,0.54,10.8,7.89,0.3
"3605",6.3,0.33,0.2,17.9,0.066,36,161,0.9991,3.14,0.51,8.8,5.62,0.2
"3606",5.4,0.24,0.18,2.3,0.05,22,145,0.99207,3.24,0.46,10.3,5.25,0.18
"3607",7.7,0.31,0.36,4.3,0.026,15,87,0.99152,3.11,0.48,12,5.68,0.36
"3608",5.6,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,6.72,0.19
"3609",5.6,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,6.32,0.19
"3610",6.6,0.43,0.24,11.9,0.04,54,159,0.99622,3.14,0.54,9.8,6.92,0.24
"3611",7.2,0.58,0.27,5.8,0.032,40,118,0.99088,3.17,0.53,13,7.44,0.27
"3612",6,0.34,0.32,3.8,0.044,13,116,0.99108,3.39,0.44,11.8,7.19,0.32
"3613",7.3,0.38,0.23,6.5,0.05,18,102,0.99304,3.1,0.55,11.2,4.55,0.23
"3614",5.4,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,6.86,0.19
"3615",6.3,0.27,0.51,7.6,0.049,35,200,0.99548,3.16,0.54,9.4,4.08,0.51
"3616",6.5,0.29,0.52,7.9,0.049,35,192,0.99551,3.16,0.51,9.5,6.66,0.52
"3617",6.4,0.17,0.3,2.8,0.034,33,125,0.99152,3.03,0.49,10.4,6.53,0.3
"3618",6.7,0.18,0.31,10.6,0.035,42,143,0.99572,3.08,0.49,9.8,7.24,0.31
"3619",6.4,0.17,0.3,2.8,0.034,33,125,0.99152,3.03,0.49,10.4,6.31,0.3
"3620",6.8,0.37,0.67,1.5,0.175,16,98,0.99244,3.06,0.56,10.3,6.41,0.67
"3621",6.3,0.27,0.51,7.6,0.049,35,200,0.99548,3.16,0.54,9.4,4.1,0.51
"3622",6.5,0.29,0.52,7.9,0.049,35,192,0.99551,3.16,0.51,9.5,6.88,0.52
"3623",6.1,0.24,0.26,1.7,0.033,61,134,0.9903,3.19,0.81,11.9,7.04,0.26
"3624",7,0.32,0.29,7.6,0.025,35,124,0.99162,3.15,0.65,12.8,7.86,0.29
"3625",6.9,0.27,0.25,7.5,0.03,18,117,0.99116,3.09,0.38,13,6,0.25
"3626",6.5,0.29,0.53,1.7,0.04,41,192,0.9922,3.26,0.59,10.4,7.04,0.53
"3627",6.5,0.29,0.52,1.7,0.034,41,193,0.99223,3.25,0.59,10.4,6.75,0.52
"3628",6.1,0.22,0.25,12.1,0.035,54,135,0.99481,3.21,0.4,10.7,5.82,0.25
"3629",6.3,0.22,0.27,4.5,0.036,81,157,0.9928,3.05,0.76,10.7,7.61,0.27
"3630",6.1,0.24,0.26,1.7,0.033,61,134,0.9903,3.19,0.81,11.9,8,0.26
"3631",5.6,0.23,0.25,8,0.043,31,101,0.99429,3.19,0.42,10.4,6.86,0.25
"3632",7,0.32,0.29,7.6,0.025,35,124,0.99162,3.15,0.65,12.8,7.69,0.29
"3633",6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,6.34,0.27
"3634",6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,6.75,0.27
"3635",7.3,0.23,0.41,14.6,0.048,73,223,0.99863,3.16,0.71,9.4,6.23,0.41
"3636",6.1,0.2,0.17,1.6,0.048,46,129,0.991,3.3,0.43,11.4,6,0.17
"3637",6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,6.62,0.27
"3638",7.3,0.23,0.41,14.6,0.048,73,223,0.99863,3.16,0.71,9.4,6.9,0.41
"3639",6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,7.29,0.34
"3640",6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,7.25,0.34
"3641",6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,7.66,0.34
"3642",6,0.26,0.29,3.1,0.041,37,144,0.98944,3.22,0.39,12.8,7.33,0.29
"3643",6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,6.78,0.49
"3644",6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,6.76,0.49
"3645",6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,6.94,0.49
"3646",6.4,0.25,0.57,1,0.062,21,122,0.99238,3,0.4,9.5,5.36,0.57
"3647",6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,6.7,0.48
"3648",6.8,0.14,0.35,1.5,0.047,40,117,0.99111,3.07,0.72,11.1,6.51,0.35
"3649",6.5,0.38,0.26,5.2,0.042,33,112,0.99067,3.06,0.5,12.3,7.16,0.26
"3650",6.8,0.14,0.35,1.5,0.047,40,117,0.99111,3.07,0.72,11.1,6.85,0.35
"3651",5.4,0.15,0.32,2.5,0.037,10,51,0.98878,3.04,0.58,12.6,6.04,0.32
"3652",6.4,0.25,0.57,1,0.062,21,122,0.99238,3,0.4,9.5,5.36,0.57
"3653",6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,6.85,0.48
"3654",6.8,0.22,0.32,5.9,0.054,40,152,0.9938,3.2,0.57,10.8,6.91,0.32
"3655",7.2,0.21,0.29,3.1,0.044,39,122,0.99143,3,0.6,11.3,6.83,0.29
"3656",6,0.26,0.29,3.1,0.041,37,144,0.98944,3.22,0.39,12.8,7.64,0.29
"3657",6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,6.28,0.49
"3658",6.5,0.46,0.24,11.5,0.051,56,171,0.99588,3.08,0.56,9.8,6.6,0.24
"3659",6.2,0.32,0.12,4.8,0.054,6,97,0.99424,3.16,0.5,9.3,5.6,0.12
"3660",7.2,0.4,0.24,8.5,0.055,45,151,0.99626,3.2,0.52,9.2,5.84,0.24
"3661",5.9,0.23,0.24,1.6,0.037,32,115,0.99076,3.21,0.51,11.4,6.65,0.24
"3662",6.2,0.32,0.12,4.8,0.054,6,97,0.99424,3.16,0.5,9.3,5.51,0.12
"3663",6.4,0.37,0.12,5.9,0.056,6,91,0.99536,3.06,0.46,8.4,4.44,0.12
"3664",7,0.23,0.42,1.1,0.062,35,100,0.99318,3.04,0.4,9.2,5.35,0.42
"3665",7.2,0.4,0.24,8.5,0.055,45,151,0.99626,3.2,0.52,9.2,5.2,0.24
"3666",7.6,0.19,0.37,13.1,0.033,52,151,0.99726,3.18,0.79,10.4,6.71,0.37
"3667",6,0.28,0.27,4.1,0.046,50,147,0.99126,3.27,0.56,11.6,6.55,0.27
"3668",6.2,0.32,0.45,2.9,0.029,37,94,0.98998,3.25,0.6,12.4,6.35,0.45
"3669",7.6,0.19,0.37,13.1,0.033,52,151,0.99726,3.18,0.79,10.4,6.81,0.37
"3670",6.4,0.26,0.26,1.1,0.052,22,176,0.99304,3.09,0.54,9.3,5.63,0.26
"3671",5.9,0.25,0.27,1.5,0.029,37,81,0.9892,3.2,0.46,12.2,6.52,0.27
"3672",6.1,0.28,0.3,7.75,0.031,33,139,0.99296,3.22,0.46,11,6.72,0.3
"3673",6.9,0.19,0.38,1.15,0.023,30,105,0.99047,3.11,0.38,11.4,5.13,0.38
"3674",6.4,0.29,0.57,1,0.06,15,120,0.9924,3.06,0.41,9.5,5.53,0.57
"3675",6.8,0.27,0.22,17.8,0.034,16,116,0.9989,3.07,0.53,9.2,5.22,0.22
"3676",7.5,0.26,0.38,5.7,0.021,23,125,0.99338,3.13,0.62,11.1,6.69,0.38
"3677",6.8,0.27,0.22,17.8,0.034,16,116,0.9989,3.07,0.53,9.2,5.26,0.22
"3678",6.4,0.2,0.22,7.4,0.032,53,172,0.99404,3.24,0.58,11,6.81,0.22
"3679",7.3,0.33,0.22,1.4,0.041,40,177,0.99287,3.14,0.48,9.9,5.85,0.22
"3680",7.3,0.34,0.22,1.4,0.044,43,176,0.99286,3.14,0.46,9.9,5.27,0.22
"3681",6.4,0.29,0.57,1,0.06,15,120,0.9924,3.06,0.41,9.5,5.83,0.57
"3682",6.1,1.1,0.16,4.4,0.033,8,109,0.99058,3.35,0.47,12.4,4.35,0.16
"3683",6.3,0.24,0.29,1.6,0.052,48,185,0.9934,3.21,0.5,9.4,5.14,0.29
"3684",6.2,0.24,0.22,7.9,0.053,45,149,0.99545,3.23,0.52,9.3,5.07,0.22
"3685",6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,6.16,0.35
"3686",6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,6.9,0.35
"3687",6.8,0.16,0.36,1.3,0.034,32,98,0.99058,3.02,0.58,11.3,6.76,0.36
"3688",6.2,0.24,0.22,7.9,0.053,45,149,0.99545,3.23,0.52,9.3,5.11,0.22
"3689",6.5,0.43,0.18,13.15,0.032,25,131,0.99565,3.23,0.51,10.7,5.06,0.18
"3690",6.6,0.17,0.36,1.9,0.036,38,110,0.99056,3.05,0.54,11.4,6.24,0.36
"3691",6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,6.09,0.35
"3692",6.8,0.16,0.36,1.3,0.034,32,98,0.99058,3.02,0.58,11.3,6.86,0.36
"3693",6.4,0.41,0.01,6.1,0.048,20,70,0.99362,3.19,0.42,10,5.78,0.01
"3694",6.4,0.41,0.01,6.1,0.048,20,70,0.99362,3.19,0.42,10,5.82,0.01
"3695",7.4,0.36,0.32,1.9,0.036,27,119,0.99196,3.15,0.49,11.2,6.8,0.32
"3696",6.1,0.17,0.21,1.9,0.09,44,130,0.99255,3.07,0.41,9.7,5.98,0.21
"3697",5.5,0.28,0.21,1.6,0.032,23,85,0.99027,3.42,0.42,12.5,5.8,0.21
"3698",6.6,0.5,0.26,11.3,0.029,32,110,0.99302,3.27,0.78,12.9,8.92,0.26
"3699",7.1,0.44,0.27,8.4,0.057,60,160,0.99257,3.16,0.36,11.8,6.73,0.27
"3700",6.9,0.38,0.28,8.3,0.062,22,166,0.99506,3.16,0.72,10.6,5,0.28
"3701",7.1,0.44,0.27,8.4,0.057,60,160,0.99257,3.16,0.36,11.8,6.51,0.27
"3702",6.2,0.24,0.28,12.2,0.049,54,133,0.9952,3.19,0.37,10.7,6.44,0.28
"3703",6.1,0.28,0.27,8,0.048,41,162,0.99498,3.21,0.51,9.9,5.48,0.27
"3704",7.5,0.16,0.38,12.7,0.043,70.5,163,0.99706,3.15,0.82,10.4,7.07,0.38
"3705",6.5,0.36,0.16,1.3,0.054,11,107,0.99398,3.19,0.39,8.5,5.56,0.16
"3706",6.6,0.35,0.19,10.5,0.06,15,82,0.99588,3.13,0.38,9.9,4.28,0.19
"3707",5.7,0.25,0.26,12.5,0.049,52.5,120,0.99691,3.08,0.45,9.4,6.65,0.26
"3708",7.4,0.37,0.26,9.6,0.05,33,134,0.99608,3.13,0.46,10.4,5.62,0.26
"3709",5.7,0.25,0.21,1.5,0.044,21,108,0.99142,3.3,0.59,11,6.14,0.21
"3710",5.8,0.23,0.21,1.5,0.044,21,110,0.99138,3.3,0.57,11,6.66,0.21
"3711",5.4,0.265,0.28,7.8,0.052,27,91,0.99432,3.19,0.38,10.4,6.3,0.28
"3712",5.7,0.25,0.27,10.8,0.05,58,116,0.99592,3.1,0.5,9.8,6.15,0.27
"3713",5.7,0.25,0.26,12.5,0.049,52.5,106,0.99691,3.08,0.45,9.4,6.38,0.26
"3714",5.9,0.23,0.28,8.6,0.046,37,142,0.99432,3.23,0.53,10.6,6.18,0.28
"3715",6.2,0.3,0.32,1.2,0.052,32,185,0.99266,3.28,0.44,10.1,5.91,0.32
"3716",6.5,0.33,0.24,14.5,0.048,20,96,0.99456,3.06,0.3,11.5,8.89,0.24
"3717",7.4,0.26,0.29,3.7,0.048,14,73,0.9915,3.06,0.45,11.4,6.05,0.29
"3718",7,0.2,0.4,1.1,0.058,30,93,0.99322,3.03,0.38,9.2,6.6,0.4
"3719",6.5,0.21,0.42,1.1,0.059,33,101,0.9927,3.12,0.38,9.7,6.07,0.42
"3720",7.3,0.25,0.27,3.8,0.047,16,79,0.99173,3.07,0.46,11.3,6.21,0.27
"3721",6.8,0.27,0.24,4.6,0.098,36,127,0.99412,3.15,0.49,9.6,6.19,0.24
"3722",6.4,0.14,0.28,7.9,0.057,21,82,0.99425,3.26,0.36,10,6.8,0.28
"3723",6.4,0.5,0.2,2.4,0.059,19,112,0.99314,3.18,0.4,9.2,6.23,0.2
"3724",6.6,0.41,0.27,10.7,0.11,20,103,0.99672,3.08,0.41,9,7,0.27
"3725",6.4,0.25,0.28,4.9,0.03,29,98,0.99024,3.09,0.58,12.8,7.72,0.28
"3726",6.6,0.41,0.27,10.7,0.11,20,103,0.99672,3.08,0.41,9,6.23,0.27
"3727",8,0.25,0.35,1.1,0.054,13,136,0.99366,3.08,0.55,9.5,5.97,0.35
"3728",6.4,0.14,0.28,7.9,0.057,21,82,0.99425,3.26,0.36,10,6.69,0.28
"3729",6.6,0.21,0.34,5.6,0.046,30,140,0.99299,3.22,0.38,11,5.39,0.34
"3730",6.4,0.5,0.2,2.4,0.059,19,112,0.99314,3.18,0.4,9.2,6.57,0.2
"3731",6.3,0.29,0.23,14.2,0.037,24,99,0.99528,3.08,0.38,10.6,6.83,0.23
"3732",6.9,0.37,0.23,9.5,0.057,54,166,0.99568,3.23,0.42,10,5.58,0.23
"3733",6.9,0.37,0.23,9.5,0.057,54,166,0.99568,3.23,0.42,10,5.27,0.23
"3734",5.7,0.31,0.28,4.1,0.03,22,86,0.99062,3.31,0.38,11.7,7.2,0.28
"3735",6.9,0.45,0.27,4.7,0.035,17,80,0.99058,3.12,0.36,12.5,7.36,0.27
"3736",6.9,0.3,0.45,1.4,0.039,36,122,0.99059,3.07,0.47,11.1,7.39,0.45
"3737",5.3,0.23,0.56,0.9,0.041,46,141,0.99119,3.16,0.62,9.7,5.16,0.56
"3738",6.8,0.3,0.26,20.3,0.037,45,150,0.99727,3.04,0.38,12.3,6.77,0.26
"3739",6.7,0.28,0.42,3.5,0.035,43,105,0.99021,3.18,0.38,12.2,6.62,0.42
"3740",5,0.255,0.22,2.7,0.043,46,153,0.99238,3.75,0.76,11.3,6.87,0.22
"3741",7.6,0.4,0.27,1.2,0.053,23,193,0.99164,3.22,0.38,11.6,5.49,0.27
"3742",5.5,0.21,0.25,1.2,0.04,18,75,0.99006,3.31,0.56,11.3,6.28,0.25
"3743",6,0.2,0.25,2,0.041,30,95,0.99078,3.27,0.56,11.1,6.7,0.25
"3744",6.1,0.17,0.29,1.1,0.041,32,92,0.99036,3.26,0.57,11.2,6.11,0.29
"3745",7.5,0.21,0.29,1.5,0.046,35,107,0.99123,3.15,0.45,11.3,6.24,0.29
"3746",7.3,0.26,0.32,1.2,0.041,29,94,0.98978,3.07,0.45,12,6.39,0.32
"3747",6.2,0.35,0.2,18.1,0.069,33,158,0.99908,3.15,0.5,8.8,6.09,0.2
"3748",6.2,0.35,0.2,18.1,0.069,33,158,0.99908,3.15,0.5,8.8,6.67,0.2
"3749",6.5,0.43,0.31,3.6,0.046,19,143,0.99022,3.15,0.34,12,8.29,0.31
"3750",6.5,0.4,0.31,3.5,0.046,22,147,0.99024,3.15,0.31,12,7.33,0.31
"3751",7.4,0.28,0.5,12.1,0.049,48,122,0.9973,3.01,0.44,9,5.02,0.5
"3752",6.3,0.23,0.22,17.45,0.054,42,151,0.99853,3.12,0.6,9.3,6.83,0.22
"3753",6.2,0.34,0.25,12.1,0.059,33,171,0.99769,3.14,0.56,8.7,6.12,0.25
"3754",6.6,0.44,0.32,3,0.095,13,75,0.98954,3.1,0.63,12.8,6.03,0.32
"3755",6,0.13,0.36,1.6,0.052,23,72,0.98974,3.1,0.5,11.5,7.08,0.36
"3756",6.3,0.17,0.23,5.7,0.048,44,147,0.99382,3.08,0.54,10,5.07,0.23
"3757",6.3,0.18,0.22,5.6,0.047,45,147,0.99383,3.09,0.54,10,5.56,0.22
"3758",6.7,0.31,0.34,6.8,0.059,51,215,0.99538,3.33,0.56,10.3,5.86,0.34
"3759",6.6,0.33,0.32,15.6,0.054,62,227,0.99734,3.25,0.56,10.4,5.4,0.32
"3760",6.3,0.34,0.31,6,0.02,18,68,0.98981,3.22,0.29,13.4,7.56,0.31
"3761",6.8,0.29,0.32,1.8,0.032,18,130,0.99095,3.05,0.62,11.2,6.68,0.32
"3762",7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,5.06,0.26
"3763",7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,5.88,0.26
"3764",5.7,0.25,0.27,11.5,0.04,24,120,0.99411,3.33,0.31,10.8,6.15,0.27
"3765",6.8,0.27,0.28,7.8,0.038,26,89,0.9915,3.24,0.34,12.5,6.89,0.28
"3766",5.9,0.26,0.24,2.4,0.046,27,132,0.99234,3.63,0.73,11.3,5.97,0.24
"3767",5.9,0.65,0.23,5,0.035,20,128,0.99016,3.46,0.48,12.8,6.04,0.23
"3768",7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,5.62,0.26
"3769",6.6,0.23,0.32,1.5,0.041,8,72,0.98949,3.22,0.39,12.7,6.19,0.32
"3770",6.8,0.18,0.35,5.4,0.054,53,143,0.99287,3.1,0.54,11,7.29,0.35
